idsbr;nama_usaha;alamat;kdprov;kdkab;kdkec;kddesa;latitude;longitude;kbli;deskripsi_usaha;foto_usaha;foto_produk;catatan;petugas_id
48325531;HSCLINIC LUBUK LINGGAU;Jalan Lapter Silampari No. 73;16;74;031;006;;;;;;;;
48394215;GUSTI MAJU MANDIRI;Jalan Mengkudu;16;74;031;001;;;;;;;;
48573253;MITRA PRIMA DIAGNOSTIKA;JL. YOS SUDARSO NO.36;16;74;031;002;;;;;;;;
48600256;VANDEL ENTERTAINMENT GROUP;Jalan Kemang I Gang Acen No. 10;16;74;031;004;;;;;;;;
48593466;DINAR PUTRI SANDES;jl lapter;16;74;031;006;;;;;;;;
48601642;KURNIA TAMA GROUP;Jl. Junaidi;16;74;031;004;;;;;;;;
48670637;LARIS INISIATIF MAJU;JL. YOS SUDARSO, NO. 147;16;74;031;004;;;;;;;;
44278305;LINGGAU BERKAH SEJAHTERA;Jalan Watervang Gg. Mawar Perumahan Watervang Village;16;74;031;004;;;;;;;;
45891306;ANUGERAH ANEKA KENCANA;Jl. Yos Sudarso;16;74;031;003;;;;;;;;
48821479;MARIANTO GROUP INDONESIA;Jl. KALI KESIK;16;74;031;004;;;;;;;;
48821598;PARULIAN PUTRA JAYA;Jalan Ldii No. 74;16;74;031;003;;;;;;;;
48821793;DEWA MUDA PERSADA;JL RAMBUTAN NO 281;16;74;031;001;;;;;;;;
48805165;BERSAMA GLAMINDO LUBUK LINGGAU;Jalan Raya Lintas Utama Sumatera Nomor 765;16;74;031;002;;;;;;;;
48897294;SARANA MULYA SEJAHTERA;PERUMAHAN GRAHA BUMI SILAMPARI, BLOK N, NO. 08;16;74;031;008;;;;;;;;
48850462;DAPUR PANGERAN RNO;JL. PIONER NO. 42;16;74;031;006;;;;;;;;
48983788;LULUR SABUN SYARMEDTIH;Jl. PIONER NO. 45B;16;74;031;005;;;;;;;;
48994403;INTAN KHATULISTIWA PERKASA;Jl.fatmawati soekarno;16;74;031;001;;;;;;;;
49044501;KARYA MANDIRI ALTAPIN;Jalan Yos Sudarso Gang Bangau;16;74;031;005;;;;;;;;
49107636;ALVI ALVA BROTHER;Jalan Yos Sudarso Nomor 76;16;74;031;003;;;;;;;;
49250003;PUTRI UTAMA JAYA FARMA;JL. Yos Sudarso;16;74;031;004;;;;;;;;
49175784;PUTRA PUTRI SINAR FAJAR;Jalan Yos Sudarso;16;74;031;005;;;;;;;;
49221654;GEMILANG DIGITAL MANDIRI;EMBACANG NO.50;16;74;031;005;;;;;;;;
44287631;BISMILLAH BERKAH SEJAHTERA NUSANTARA;JALAN H.M SYUEB TAMAT;16;74;031;004;;;;;;;;
44287431;ZERO EMPAT DUA;Jl. Rambutan No. 07;16;74;031;001;;;;;;;;
49300172;MULTIKARYA PRESTASI;JALAN MANGGA;16;74;031;001;;;;;;;;
49213012;SERASI KARYA ABADI;JL. BERINGIN;16;74;031;004;;;;;;;;
44296274;ABILLIO GRIYA PERSADA;JL. YOS SUDARSO;16;74;031;001;;;;;;;;
44510931;ARDIAS BROTHER GROUP;PERUMNAS NIKAN II;16;74;031;006;;;;;;;;
43950235;BOB ASBAB IKTIAR ANDALAS;JL. KERINCI;16;74;031;001;;;;;;;;
58601085;DEA SEPTIANI;Jl.Yos Sudarso;16;74;031;;;;;;;;;
46008623;PESANTREN MODERN AR-RISALAH LUBUKLINGGAU;JL LAPTER KOMPLEK AR-RISALAH NO 04;16;74;031;006;;;;;;;;
43767995;ARA TRANSPORT CORP;Jl. Kali Kesik;16;74;031;004;;;;;;;;
44322662;PRABU JAYA;Jalan Sejahtera;16;74;031;001;;;;;;;;
46121758;PUTERA KELINGI MANDIRI;JALAN YOS SUDARSO, GANG DEMPO,;16;74;031;005;;;;;;;;
58460258;WAHYUDA HADISNA;di depan SD Baitul a'lah Lubuklinggau;16;74;031;;;;;;;;;
58591615;EGIK SABILLAH;Jl Yos Sudarso;16;74;031;;;;;;;;;
57552058;Bella Farma;Jl. Yos Sudarso;16;74;031;001;;;;;;;;
58415003;SHELLA NOVILIA;Jalan SMP 2;16;74;031;;;;;;;;;
58665538;FUNWORLD PRIMA;Lippo Plaza Lubuklinggau, Jl. Yos. Sudarso No. 31;16;74;031;;;;;;;;;
58474680;PIRONSAH;taba jemekeh samping RM.wakle;16;74;031;;;;;;;;;
58468083;APRIYANSAH;jl.yos sudarso taba pingin depan kompi;16;74;031;;;;;;;;;
58471095;MAIN;taba jemekeh depan SD N39;16;74;031;;;;;;;;;
58457623;SUPRAPTI;di depan kompi Lubuklinggau;16;74;031;;;;;;;;;
58608696;NURSIDAWATI;Gg. bangau kel. Majapahit;16;74;031;;;;;;;;;
58327047;AMELIA TRI RINZANI;Jl Watervang;16;74;031;;;;;;;;;
45938952;INDAH JAYA LEMATANG;Jalan Dempo Raya Nomor 44 L7;16;74;031;006;;;;;;;;
58461208;SYAEROJI;di taman wisata jembatan watervang Lubuklinggau;16;74;031;;;;;;;;;
57578526;Griya As Syifa;Jl.yos sudarso Rt.02 Kel.Taba Koji Kec. Lubuklinggau Timur I Kota Lubuklinggau Prov. Sumatera Sealatan;16;74;031;002;;;;;;;;
57552047;Cordova Health & Beauty;Jl. Yos Sudarso RT. 003 kel. Taba Jemekeh;16;74;031;001;;;;;;;;
43966231;ANUGRAH BUAH NUSANTARA;JL. Pembangunan No. 716;16;74;031;006;;;;;;;;
46102693;LANGIT BIRU MUDA;Jl. H. Wahyudin1;16;74;031;001;;;;;;;;
44354092;ZAID DIGITAL ENTERTAIMENT;JL. KERINCI II NO. 04;16;74;031;001;;;;;;;;
44405245;BUNGA LINGGAU SEMESTA;JALAN BATU URIP NOMOR 02;16;74;031;003;;;;;;;;
58294177;POPPY ANGGES ZELISTA;"""KALA SENJA"" Jl.Yos Sudarso No.298 RT.02";16;74;031;;;;;;;;;
58396683;AMINA;di depan SD Baitul a'lah Lubuklinggau;16;74;031;;;;;;;;;
58680168;DEWINDA BINTANG INDONESIA;Jl.Yos Sudarso Komplek Ruko Winasta Caroline Blok C1 Rt.002;16;74;031;;;;;;;;;
57552048;Apotek Meimei Tarihoran;Jln yos sudarso rt 5;16;74;031;003;;;;;;;;
46026196;LUCKY JAYA MOTOR;JL. YOS SUDARSO, NO. 147;16;74;031;004;;;;;;;;
46151098;GUSTI AYU BROTHER;Jalan Gedang 1;16;74;031;001;;;;;;;;
58389414;KHOIRUNISYA ANJANI NOOR SAFITRI;Jl. Pembangunan Air Kuti;16;74;031;;;;;;;;;
58498147;AMINUDDIN;air kuti depan SMP N2.;16;74;031;;;;;;;;;
58469763;ALIAS;jl.lapter silampari;16;74;031;;;;;;;;;
58536994;DUA RUMAISA BERJAYA;Jalan HM Soeharto;16;74;031;;;;;;;;;
58455698;AMRI;jl.mayor toha depan kampus stkip;16;74;031;;;;;;;;;
58350405;AGUNG WIBOWO SEPRIYANSYAH;Jalan Yos Sudarso;16;74;031;;;;;;;;;
58447489;CENTRAL BILLIARD LUBUK LINGGAU;Jalan Yos Sudarso;16;74;031;;;;;;;;;
58199440;FATA MORGANA PRODUCTION;Jalan Kapuk Perumahan Black Taba Sejahtera Blok E2;16;74;031;;;;;;;;;
58471388;RIKI JUHARSEN;air kuti depan SMP 2;16;74;031;;;;;;;;;
43991154;MEDIA POTRET SILAMPARI;jl lapter;16;74;031;006;;;;;;;;
57552050;dermawise;jl.dempo rt 04;16;74;031;006;;;;;;;;
58577864;AFRIANTO;jl yos sudarso watervang;16;74;031;;;;;;;;;
57632035;Praktik Drg. Zulfahmi Nurdin;Jl.Mayor Toha rt.03.;16;74;031;;;;;;;;;
58485600;NIA OKTAVIANI;taman olahraga Silampari;16;74;031;;;;;;;;;
58335437;ANDRIZAL TANZIL;Jl nusa Watervang;16;74;031;;;;;;;;;
57552040;Hasna;JL. LAPTER RT 03;16;74;031;006;;;;;;;;
58326357;SEMPURNA ABADI GROUP;Jl.Yos Sudarso;16;74;031;;;;;;;;;
57552028;DINDA;Jl. Yos Sudarso No.2B;16;74;031;001;;;;;;;;
58300411;ANTON DARMAWAN;Jl. Fatmawati Soekarno Rt. 05;16;74;031;;;;;;;;;
43970325;MAHAMERU SUMATERA;Jl. Lapter 1;16;74;031;006;;;;;;;;
58531892;LIN ANDRIANI;Jalan Yos Sudarso;16;74;031;;;;;;;;;
58581533;WARNA PRODUCTION;JL YOS SUDARSO;16;74;031;;;;;;;;;
43990905;GARDA KEADILAN LAW FIRM;JALAN H.M SYUEB TAMAT;16;74;031;004;;;;;;;;
46067467;SAT SET MANAGEMENT;Jalan Noneng Belalau Perumahan Pesona 1 Kali Kesik Blok A Nomor 34;16;74;031;007;;;;;;;;
58695610;ANDRIYANTO;Jl. Yos Sudarso RT.007;16;74;031;;;;;;;;;
58458556;DUSWATI;Di simpang jalan masuk jembatan baturip;16;74;031;;;;;;;;;
58458715;RAHIYATI;di depan SD Baitul a'lah Lubuklinggau;16;74;031;;;;;;;;;
46078548;MJJ DELAPAN DELAPAN;JALAN PIONER NOMOR 60;16;74;031;006;;;;;;;;
58509585;ENCUK;taba jemekeh depan SD;16;74;031;;;;;;;;;
46035621;REMOENTOE PUTRA ARDI SOMAD;JL. Mayor Toha, RT.003;16;74;031;006;;;;;;;;
58175196;SUDRAJAT;di SMA Negeri 2 lubuklinggau;16;74;031;;;;;;;;;
57552023;K24 SIMPANG MAJAPAHIT;JL.YOS SUDARSO KEL.MAJAPAHIT KEC.LUBUK LINGGAU TIMUR I KOTA LUBUK LINGGAU;16;74;031;005;;;;;;;;
58712959;FEBRIANTO AGUNG PRASETYO;Jalan Haji Abdul Somad Mantap;16;74;031;;;;;;;;;
58414851;ANDREAS CHRISTANTO;Jalan Yos Sudarso no 29;16;74;031;;;;;;;;;
58667632;VINCENT MEDIKA BERSAMA;JL YOS SUDARSO, RT 004/RW 000;16;74;031;;;;;;;;;
46107752;HANUKHA KESUMA BERKAH;Jalan Yos Sudarso;16;74;031;002;;;;;;;;
57584346;Apotek Nawa Farma;JL. Yos Sudarso Gang. Keluarga RT. 06;16;74;031;005;;;;;;;;
57552045;Apotek Orange;Jl. Yos Sudarso RT.05 Kel. Batu Urip Taba Kec. Lubuk Linggau Timur I;16;74;031;003;;;;;;;;
46122354;REINER MULTI KARYA;Jalan Sejahtera No 48;16;74;031;001;;;;;;;;
58414439;FATMA WIDIA;Jalan Garuda Hitam;16;74;031;;;;;;;;;
58499051;SYAIFUL AMRI;jL. air kuti depan SMp negri 2;16;74;031;;;;;;;;;
58477679;MICHAEL CENDEKIA;Jalan Kelabat;16;74;031;;;;;;;;;
58411346;UBIT SAPUTRA MUSI;Depan SD Baitul A'la;16;74;031;;;;;;;;;
58464012;DEDDY HARNATA;Jl. Yos Sudarso No.88 Blok C1 & C2 - (HOTEL PARIS DUA);16;74;031;;;;;;;;;
58605303;MULTI BOGA PRIMA SEHATI;KOPI CANDA TAWA, Jalan Yos Sudarso;16;74;031;;;;;;;;;
58327063;MOH. DENDY ADRIANSYAH;Jl Watervang;16;74;031;;;;;;;;;
46044337;SAGA PRATAMA MEDIA;Jalan Yos Sudarso Nomor 41;16;74;031;003;;;;;;;;
58532113;ARIPIN GANI;Jalan Yos Sudarso No. 65 RT. 006;16;74;031;;;;;;;;;
58460790;YENI;di depan SD Baitul a'lah Lubuklinggau;16;74;031;;;;;;;;;
58326365;SEMPURNA ABADI GROUP;Jl.Yos Sudarso No.298 RT.02;16;74;031;;;;;;;;;
43991804;MEDIA FAKTA TERUNGKAP;"jl lapter
";16;74;031;006;;;;;;;;
58326662;ANDREAS CHRISTANTO;JL YOS SUDARSO NO.29 TABA JEMEKEH;16;74;031;;;;;;;;;
58194784;YANTI ETASARI;Jl. Yos Sudarso;16;74;031;;;;;;;;;
58459477;YERI SUMARTINI;di depan SD Baitul a'lah Lubuklinggau;16;74;031;;;;;;;;;
57552053;APOTEK MITRA PRIMA;JL YOS SUDARSO NO 36;16;74;031;002;;;;;;;;
58512028;FELITA ISTIANA;Jalan Yos Sudarso RT. 009;16;74;031;;;;;;;;;
43960657;TUAH ALAM SAKTI;Jln.Majapahit, Gg.Satria, No.58;16;74;031;005;;;;;;;;
58413184;LANGIT BIRU MUDA;Jalan H. Wahyuddin I;16;74;031;;;;;;;;;
46057639;WAHANA CIPTA KREASI MANDIRI;JL. SEJAHTERA, RESIDENCE HASANAH BLOK A 5;16;74;031;003;;;;;;;;
44381435;DAKSA EKOLING INDONESIA;JALAN SPMA;16;74;031;006;;;;;;;;
58457644;MARYAM;jl.lapter air kuti depan RS. siti aisya;16;74;031;;;;;;;;;
58517261;BAYU SETYO;Jalan Yos Sudarso;16;74;031;;;;;;;;;
43963417;SUKSES JODI BROTHERS;Jl. Durian N0. 28;16;74;031;001;;;;;;;;
58326647;SUNARDI;simpang empat sejahtera;16;74;031;;;;;;;;;
43965867;ZAN BERKAH SELALU;JALAN PINANGSIA NOMOR 69;16;74;031;004;;;;;;;;
58559087;JERI RAMA SADIKIN;jl. yos sudarso;16;74;031;;;;;;;;;
58408379;EMILIA;Jalan HM Syueb Tamat;16;74;031;;;;;;;;;
44441462;MITRA TECHNO;Jalan Kalikesik RT. 001;16;74;031;004;;;;;;;;
46047404;NAYU NUSANTARA;Jl. Rambutan Gang Sukun II nomor 26;16;74;031;001;;;;;;;;
58666733;SEMPURNA ABADI GROUP;Jl.Watervang No.135 RT.004;16;74;031;;;;;;;;;
58521269;ETIK ERAWATI;JL Lapter Silampari Depan RSUD Siti Aisyah;16;74;031;;;;;;;;;
58616613;ADE AYU FITRI;jl.majapahit;16;74;031;;;;;;;;;
58614541;MURANA WATI;Jalan Yos Sudarso;16;74;031;;;;;;;;;
58164077;MITRA BALI SUKSES;JALAN YOS SUDARSO RT. 02;16;74;031;;;;;;;;;
57552044;Apotek Mecca Farma;Jl. Lapter Silampari, Kel. Air Kuti, Kec. Lubuklinggau Timur I;16;74;031;001;;;;;;;;
46053966;ANUGERAH KENCANA ABADI;Komplek Pertokoan Linggau Plaza Blok B1 Nomor 152;16;74;031;004;;;;;;;;
58420883;AZIZUL HAKIM;jl. Majapahit no. 51 RT. 05 Kel. Majapahit kec. Lubuklinggau Timur l;16;74;031;;;;;;;;;
58404886;RUSDY;Jalan Yos Sudarso RT. 002;16;74;031;;;;;;;;;
58394282;SUMARNI;Dekat Hakmaz Taba;16;74;031;;;;;;;;;
43998257;KHOLKI MAJU SEJAHTERA;JALAN YOS SUDARSO GANG SYARITA NO 75;16;74;031;003;;;;;;;;
58641927;ANGGIH DIAN SARI;Jl. Beringin No.151 RT.001;16;74;031;;;;;;;;;
58468319;EKO PERIANSA;jl.lapter silampari depan RS.siti aisyah;16;74;031;;;;;;;;;
58360815;ARI RANDYCO;Jl Yos Sudarso RT 05;16;74;031;;;;;;;;;
58651537;SRI MARLINA;Jl. H. kerim;16;74;031;;;;;;;;;
57552054;Hokki Jaya;Jalan Yos Sudarso No. 159A RT 14;16;74;031;001;;;;;;;;
95673769;BENGKEL MOBIL (SILAHUDIN);GG JANUR;16;74;031;003;;;;;;;;
95673774;FIRST INDO FINANCE, PT;JALAN YOS SUDARSO;16;74;031;003;;;;;;;;
95673792;WARUNG SEMBAKO(SURATI);JALAN SIMPANG EMPAT;16;74;031;006;;;;;;;;
95673782;JUAL MOTOR BEKAS (AGUS JAUHARI);JALAN KH.JUNAIDI;16;74;031;003;;;;;;;;
95673789;PANGKALAN GAS MNQ;JALAN PIONER NO 15 RT 07 MAJAPAHIT;16;74;031;005;;;;;;;;
95673793;WARUNG SEMBAKO(NANDO);JALAN SIMPANG EMPAT LESTARI;16;74;031;006;;;;;;;;
95673777;JUAL BARANG PECAH BELAH MARJUKI;JALAN YOS SUDARSO;16;74;031;003;;;;;;;;
95673779;ORGEN TUNGGAL SERLI;JALAN LDII;16;74;031;003;;;;;;;;
95673444;BENGKEL LAS UDIT MULYA;JALAN WATERVANG NO 11;16;74;031;004;;;;;;;;
95673450;TOKO SEPATU DAN BAJU N2;JALAN YOS SUDARSO;16;74;031;004;;;;;;;;
95673486;PENYEWAAN MUSIK <ASTRA>;JALAN YOS SUDARSO;16;74;031;001;;;;;;;;
95673494;SALON NBL;JALAN YOS SUDARSO;16;74;031;001;;;;;;;;
95673487;PROCELLA;JALAN YOS SUDARSO;16;74;031;001;;;;;;;;
95673523;LAUNORY JASMIN;JALAN WATERVANG;16;74;031;004;;;;;;;;
95673488;KOPERASI RMJ;RT 05;16;74;031;001;;;;;;;;
95673564;JUALKUE(MARLENI);JL ANGGREK III;16;74;031;008;;;;;;;;
95673522;WARUNG NASI JASMIN;JALAN WATERVANG;16;74;031;004;;;;;;;;
95673567;GUDANG;JL. SUMATERA;16;74;031;008;;;;;;;;
95673570;PAUD AMANAH (HASRIANA DESTI);PERUMAHAN GBS BLOK B;16;74;031;008;;;;;;;;
95673546;JUAL MAKANAN KECIL/GORENGAN (ESTI);JALAN POROS BLOK B1 NO 1 NIKAN JAYA;16;74;031;007;;;;;;;;
95673557;JUAL MAKANAN (RUMINI);JALAN FLAMBOYAN;16;74;031;008;;;;;;;;
95673563;PEMBAYARAN REKENING LISTRIK (IBNU);JL ANGGREK III;16;74;031;008;;;;;;;;
95673572;RIZAL BAKERY <SAEPUDIN>;JALAN KOPI NO 07;16;74;031;008;;;;;;;;
95673578;TOKO CAHAYA JAYA ABADI;JALAN YOS SULARSO NO 83;16;74;031;002;;;;;;;;
95673534;WARUNG MODEL <SUKRAMI>;JALAN DUKU I;16;74;031;004;;;;;;;;
95673560;ISI ULANG AIR GALON <SAMINI>;JL SUMATERA;16;74;031;008;;;;;;;;
95673583;TK ASYFA;GANG WIJAYA NO 60;16;74;031;002;;;;;;;;
95673608;RA AZ ZUHDI;JL.KAMANDANU;16;74;031;005;;;;;;;;
95673634;PRODUKSI TUSUK SATE;JL AMBALAT;16;74;031;008;;;;;;;;
95673635;KOPERASI USAHA BERSAMA SEJATI;JALAN ANGGREK II;16;74;031;008;;;;;;;;
95673628;FITRAH AGEN TIKET;JALAN YOS SUDARSO;16;74;031;005;;;;;;;;
95673610;SINDANG BUNGSU PERKASA.CV;JALAN AREN;16;74;031;005;;;;;;;;
95673637;JUAL MOTOR SECOND <SUBANDI>;JALAN ANGGREK II;16;74;031;008;;;;;;;;
95673145;TOKO BANgUNan;JL YOS SUDARSO;16;74;031;001;;;;;;;;
95673125;BIDAN PRAKTEK<NURMALINA>;GG AL POKAT;16;74;031;001;;;;;;;;
95673142;BENGKEL LAS <EDI>;JL YOS SUDARSO NO 13;16;74;031;001;;;;;;;;
95673209;WARUNG SEMBAKO (NUR);JL YOS SUDARSO;16;74;031;001;;;;;;;;
95673138;CIPTA ARSI GRIYA PT;JL YOS SUDARSO;16;74;031;001;;;;;;;;
95673210;INDO PRIMA GAS, PD;JL.YOS SUDARSO KEL.TABA JEMEKEH;16;74;031;001;;;;;;;;
95673222;YAYASAN AL FURQON (A.WAHYUDIN);JALAN SEJAHTERA;16;74;031;001;;;;;;;;
95673213;WARUNG SEMBAKO (AGUNG);JL GEDANG;16;74;031;001;;;;;;;;
95673225;KADINDA CV;JALAN SEJAHTERA DALAM;16;74;031;001;;;;;;;;
95673238;PENGRAJIN KAYU (RUDI HARTONO);JALAN YOSSUDARSO;16;74;031;001;;;;;;;;
95673235;MANDALA FINANCE PT;JALAN YOSSUDARSO;16;74;031;001;;;;;;;;
95673120;BIDAN PRAKTEK (SAMSULSIA);JL SEJAHTERA NO 34;16;74;031;001;;;;;;;;
95673129;WARUNG JAMU GUITER;JL YOS SUDARSO;16;74;031;001;;;;;;;;
95673762;ISI ULANG AIR GALON;JALAN SyARITA;16;74;031;003;;;;;;;;
95673765;MITRA BISNIS SELULAR;JLN YOS SUDARSO NO 40;16;74;031;003;;;;;;;;
95673763;KOPERASI MULTI ALTARO;JALAN KELUARGA;16;74;031;003;;;;;;;;
95673764;MEGA TEC VARIASI;JALAN YOS SUDARSO;16;74;031;003;;;;;;;;
95673759;BAKSO GEMBIRA RIA;JL YOS SUDARSO;16;74;031;003;;;;;;;;
95672866;TK TIARA AnANDA;JL YOS S UDARSO GANG AB ADI;16;74;031;001;;;;;;;;
95672859;SMA N 8 LUBUKLINGGAU;JL POROS FATMAWATI SOEKARNO;16;74;031;001;;;;;;;;
95672863;PAUD KISWA;JL SEJAHTERA;16;74;031;001;;;;;;;;
95672933;JUAL ALAT LISTRIK MAHKOTA (ARI SANDI);JALAN YOSSUDARSO;16;74;031;001;;;;;;;;
95672952;TOKO ANITA;JALAN YOSSUDARSO;16;74;031;001;;;;;;;;
95672943;GUDANG BESI (WITARSA);JALAN YOSSUDARSO;16;74;031;001;;;;;;;;
95672941;JUAL MIE AYAM (HERMANSYAH);JALAN YOSSUDARSO;16;74;031;001;;;;;;;;
95672950;TOKO SEMBAKO <MENPIN>;JALAN YOSSUDARSO;16;74;031;001;;;;;;;;
95673039;GUDANG SPARE PART MOTOR;JL YOS SUDARSO NO 64;16;74;031;001;;;;;;;;
95673053;PRAKTEK BIDAN (NATALINA);JALAN VIHARA NO 39;16;74;031;001;;;;;;;;
95673037;PANGLONG KAYU (MKT);JL SRIKAYA;16;74;031;001;;;;;;;;
95673035;PROCAR FINANCE;JL YOS SUDARSO NO 72;16;74;031;001;;;;;;;;
95674133;TOKO MICKO FOTOCOPY;JALAN YOSSUDARSO;16;74;031;001;;;;;;;;
95673404;SIMPAN PINJAM SAHABAT;JALAN YOS SUDARSO NO 147;16;74;031;001;;;;;;;;
95673410;BANK MANDIRI, PT;JL YOSSUDARSO NO 88;16;74;031;001;;;;;;;;
95673406;CAHAYA SAKTI;JALAN YOS SUDARSO NO.145;16;74;031;001;;;;;;;;
95673407;PERMATA LINGGAU CV;JALAN YOS SUDARSO;16;74;031;001;;;;;;;;
95673417;WARUNG INTERNET <MERY>;JALAN YOS SUDARSO NO.03;16;74;031;001;;;;;;;;
95673419;YOLA.COLLECTION;JALAN YOS SUDARS O;16;74;031;001;;;;;;;;
95673424;GUDANG RAYA BARU PT;JL YOS SUDARSO NO 139A;16;74;031;004;;;;;;;;
95673415;GUDANG (TOK O AKOR);JL YOS SUDARS O;16;74;031;001;;;;;;;;
95673441;PRAKTIK BIDAN <ELPINA>;JALAN KEMANG 2 NO.25;16;74;031;004;;;;;;;;
95673408;PUTRI BUANA;JALAN YOS SUDARSO;16;74;031;001;;;;;;;;
95673425;AIR ISI ULANG <NAWI LUKAS>;JL YOS SUDARSO NO 141;16;74;031;004;;;;;;;;
95673427;BIRO TRAVEL ARMINAREKA PERDANA;JALAN KEMANG 1 NO 32;16;74;031;004;;;;;;;;
95673240;WARUNG YORITA;JALAN JUNAIDI NO 204;16;74;031;004;;;;;;;;
95673252;KURSUS KOMPUTER LKP;JALAN SYUEB TAMAT;16;74;031;004;;;;;;;;
95673253;WARUNG INTERNET <ALI>;JALAN SYUEB TAMAT;16;74;031;004;;;;;;;;
95673267;WARUNG HIDAYAT;JALAN JUNAIDI NO 175;16;74;031;004;;;;;;;;
95673256;WARUNG SARIFAH;JALAN YOS SUPARSO;16;74;031;004;;;;;;;;
95673250;DUNIA JAYA ELEKTRONIK;GANG APEL;16;74;031;004;;;;;;;;
95673261;CAROLINE PUTRI ANWAR, PT;KOMPLEK CAROLINE;16;74;031;004;;;;;;;;
95673255;LOKET PLN;GANG CAKRAM NO 22;16;74;031;004;;;;;;;;
95673265;JUAL GAS ELPIJI <DWI>;GANG CAKRAM NO 30;16;74;031;004;;;;;;;;
95673316;MAN 2 LUBUKUNGGAU;JL PASIR NO 50;16;74;031;001;;;;;;;;
95673328;TOKO MAN FOTO COPY;JL. YOS SUDARSO NO 7 RT 03;16;74;031;001;;;;;;;;
95673299;FHOTOCOPY DAN ALAT TULI;JALAN YOSSUDARSO NO.20;16;74;031;001;;;;;;;;
95673302;BPJS KETENAGAKERJAAN KP LUBUKLINGGAU;JL.YOS SUDARSO KEL.TABA JEMEKEH;16;74;031;001;;;;;;;;
95673317;KOPERASI SIMPAN PINJAM MAN 2;MAN 2 LUBUKLINGGAU;16;74;031;001;;;;;;;;
95673321;TRIPLE PERCETAKAN FOTOCOPY DAN ATK;JL. YOS SUDARSO;16;74;031;001;;;;;;;;
95673352;PRAKTEK PSIKOLOGI <IRWAN TONY >;JALAN IBADAH NO 34;16;74;031;004;;;;;;;;
95673331;WARUNG GORENGAN;GANG CAKRAM;16;74;031;004;;;;;;;;
95673308;KANTOR PEMASARAN PERUMAHAN;JALAN YOSUDARSO;16;74;031;001;;;;;;;;
95673326;MARIA SALON;JL. YOS SUDARSO;16;74;031;001;;;;;;;;
95673311;KANTOR NOTARIS <EDNA MARDIANI>;JALAN YOSUDARSO;16;74;031;001;;;;;;;;
95673337;YAYASAN PENDIDIKAN DAN PENGAJARAN AL IKHLAS;JL.YOS SUDARSO, KEL.WATERVANG;16;74;031;004;;;;;;;;
95673343;WARUNG MAKAN (SURAWAT);JALAN YOS SUDARSO NO.13;16;74;031;004;;;;;;;;
95673348;PRAKTEK BIDAN <LAELAMASI>;JALAN BERINGIN NO.74;16;74;031;004;;;;;;;;
95673354;GUDANG TOKO YOSEP;JALAN YOS SUDARSO NO. 06;16;74;031;004;;;;;;;;
95673345;ISI ULANG AIR MINUM <FIRMANSYAH>;JALAN YOS SUDARSO NO 10;16;74;031;004;;;;;;;;
95673349;KONVEKSI KAOS (HUZAIRI);JALAN BERINGIN NO 14;16;74;031;004;;;;;;;;
95673351;BENGKEL MOBIL (IRWANSYAH);JL IBADAH NO 144;16;74;031;004;;;;;;;;
95673669;JASA PERDAGANGAN ALMUNIUM;JL YOs SUDARSO TABA KOJI;16;74;031;002;;;;;;;;
95673681;VALENTINE COLLECTION;JALAN YOS SUDARSO;16;74;031;003;;;;;;;;
95673700;WARNET (MARWAN);JALAN DIPONEGORO;16;74;031;005;;;;;;;;
95673675;UDIN MOBILINDO;JALAN YOS SUDARSO;16;74;031;003;;;;;;;;
95673696;BIDAN PRAKTEK SWASTA;JALAN EMBACANG;16;74;031;005;;;;;;;;
95673697;HERLAMBANG ASOSIASI;GANG SRIWIDARI;16;74;031;005;;;;;;;;
95673715;WARUNG ANEKA SOTO VIVI;JALAN YOS SUBARSO;16;74;031;005;;;;;;;;
95673703;TOKO IIN;JALAN YOS SUDARSO;16;74;031;005;;;;;;;;
95673811;MAJU JANG JAYA.PT;JALAN PIONER;16;74;031;006;;;;;;;;
95673812;FAKHIRA TRAVEL;KOMPLEK AIR KUTI DAMAI;16;74;031;006;;;;;;;;
95673803;SMA NEGERI 02 LUBUK LINGGAU;JALAN MAYOR TOHA;16;74;031;006;;;;;;;;
95673858;GANTI OLI PD RICKY;JALAN YOS SUDARSO;16;74;031;003;;;;;;;;
95673876;LIAN SKIN CARE;JALAN PIONER;16;74;031;006;;;;;;;;
95673877;SMK NEGERI 03;Jl. Pioner No. 46 B.;16;74;031;006;;;;;;;;
95673881;KOPERASI RUKUN KARYA;JALAN LET K O L S U KIRNO;16;74;031;006;;;;;;;;
95673892;TK KARTIKA II-22;Jl. Yos Sudarso Eks Asrama Kompi;16;74;031;006;;;;;;;;
95673938;AJI ELEKTRONIK;JALAN FATMAWATI;16;74;031;008;;;;;;;;
95673958;STEAM MOTOR BATUTA;JALAN YOS SUDARSO BATU URIP TABA;16;74;031;003;;;;;;;;
95674005;FOTO COPY BERKAT YAKIN;JALAN POROS NIKAN JAYA BLOK A;16;74;031;007;;;;;;;;
95674022;USAHA BIDAN PRAKTEK (LINA);JALAN EMBACANG NOMOR 26 BLOK E2;16;74;031;007;;;;;;;;
95674020;T PA AL HAFIZ (KOSIDAH);JALAN EMBACANG NOMOR C6 BLOK E3;16;74;031;007;;;;;;;;
95674014;TPA ALWARDAH (ERNAWATI);BLOK 05 N079;16;74;031;007;;;;;;;;
